SRC_ADD,DES_ADD,PKT_ID,FROM_NODE,TO_NODE,PKT_TYPE,PKT_SIZE,FID,SEQ_NUMBER,NUMBER_OF_PKT,NUMBER_OF_BYTE,NODE_NAME_FROM,NODE_NAME_TO,PKT_IN,PKT_OUT,PKT_R,PKT_DELAY_NODE,PKT_RATE,BYTE_RATE,PKT_AVG_SIZE,UTILIZATION,PKT_DELAY,PKT_SEND_TIME,PKT_RESEVED_TIME,FIRST_PKT_SENT,LAST_PKT_RESEVED,PKT_CLASS
9.2,24.51,6263,21,23,cbr,1500,30,243,9108,13662000,switch1,router,6.861909,6.863829,6.873949,0.00192,1016.496869,1524750,1500,0.130291,0.03492,6.851429,6.886349,1,9.960185,UDP-Flood
4,24.4,215295,23,24,tcp,1540,5,6717,16091,24780100,Router,server1,21.502726,21.502726,21.51285,0,328.217832,505455,1540,0.236321,0,21.48248,21.51285,1,50.025368,Normal
12,24.12,57013,22,23,tcp,1540,13,1783,16103,24798600,Switch2,Router,6.588058,6.588058,6.598181,0,328.491489,505876,1540,0.236498,0,6.577934,6.608304,1,50.021057,Normal
24.1,10,43001,22,10,ack,55,11,1341,16103,885665,Switch2,clien-10,5.279156,5.279156,5.289159,0,328.561918,18070.9,55,0.008446,0,5.25915,5.289159,1.030013,50.040562,Normal
24.12,12,30397,23,22,ack,55,13,946,16103,885665,Router,Switch2,4.083366,4.083366,4.09337,0,328.491596,18067,55,0.008446,0,4.073363,4.103373,1.030026,50.051067,Normal
11,24.11,55727,11,22,tcp,1540,12,1748,16103,24798600,clien-11,Switch2,6.456437,6.456437,6.46656,0,328.522879,505925,1540,0.236498,0,6.456437,6.486806,1,50.016373,Normal
16.2,24.58,64879,23,24,cbr,1500,37,2484,9108,13662000,router,server1,61.582886,61.583366,61.593486,0.00048,1016.430848,1524650,1500,0.130291,0.0312,61.562286,61.593486,1,9.960767,UDP-Flood
0,24,100619,0,21,tcp,1540,1,3146,16091,24780100,clien-0,Switch1,10.689757,10.689757,10.69988,0,328.316229,505606,1540,0.236321,0,10.689757,10.720126,1,50.010675,Normal
2,24.2,109010,23,24,tcp,1540,3,3405,16091,24780100,Router,server1,11.498629,11.498629,11.508752,0,328.26404,505526,1540,0.236321,0,11.478382,11.508752,1,50.018467,Normal
2.1,24.22,352053,2,21,cbr,1000,23,954,6250,6250000,clien-2,Switch1,32.632,32.632057,32.642137,0.000057,124.943625,124944,1000,0.059605,0.001663,32.632,32.663903,25,75.02256,Normal
24.9,9,489949,24,23,ack,55,10,13844,16085,884675,server1,Router,43.209658,43.209658,43.219661,0,328.064183,18043.5,55,0.008437,0,43.209658,43.239667,1.030058,50.060098,Normal
12,24.12,99302,22,23,tcp,1540,13,3107,16103,24798600,Switch2,Router,10.574933,10.574933,10.585056,0,328.491489,505876,1540,0.236498,0,10.56481,10.595179,1,50.021057,Normal
11,24.11,277614,22,23,tcp,1540,12,8513,16103,24798600,Switch2,Router,26.930378,26.931003,26.941126,0.000625,328.522879,505925,1540,0.236498,0.0016,26.920254,26.952224,1,50.016373,Normal
13.1,24.33,530806,22,23,cbr,1000,34,2668,6250,6250000,Switch2,Router,46.35408,46.35432,46.3644,0.00024,124.943026,124943,1000,0.059605,0.000598,46.344,46.374838,25,75.0228,Normal
8.2,24.5,58277,21,23,cbr,692,29,2237,9108,6302740,switch1,router,55.428941,55.431572,55.441627,0.002631,1016.516723,703430,692,0.060108,0.036581,55.418286,55.454867,1,9.96001,UDP-Flood
25,20,65731,21,20,tcp,576,0,486689,7110,4092144,switch1,clienthttp,62.451848,62.451848,62.491064,0,95.145988,54761.05236,575.547679,0.039026,0.113037,62.378027,62.491064,1.27255,75.999821,Normal
12.2,24.54,66478,23,24,cbr,1500,33,2418,8655,12982500,router,server1,63.083283,63.141345,63.151465,0.058062,962.684973,1444030,1500,0.123811,0.120465,63.031,63.151465,1,9.99048,UDP-Flood
24.6,6,200259,24,23,ack,55,7,6238,16091,885005,server1,Router,20.069662,20.069662,20.079666,0,328.19309,18050.6,55,0.00844,0,20.069662,20.099672,1.030048,50.059112,Normal
13,24.13,419294,23,24,tcp,1540,14,12087,16103,24798600,Router,server1,37.81169,37.81169,37.821813,0,328.460131,505828,1540,0.236498,0,37.791443,37.821813,1,50.025737,Normal
24.6,6,203008,23,21,ack,55,7,6324,16091,885005,Router,Switch1,20.337491,20.337491,20.347494,0,328.19309,18050.6,55,0.00844,0,20.327488,20.357497,1.030048,50.059112,Normal
24.12,12,367303,23,22,ack,55,13,10770,16103,885665,Router,Switch2,33.811837,33.811837,33.821841,0,328.491596,18067,55,0.008446,0,33.801834,33.831844,1.030026,50.051067,Normal
24.1,1,164168,21,1,ack,55,2,5115,16091,885005,Switch1,clien-1,16.692541,16.692541,16.702544,0,328.297902,18056.4,55,0.00844,0,16.672534,16.702544,1.030016,50.043427,Normal
24.7,7,162424,23,21,ack,55,8,5051,16090,884950,Router,Switch1,16.518357,16.518357,16.528361,0,328.167767,18049.2,55,0.00844,0,16.508354,16.538364,1.030051,50.059851,Normal
0,24,25962,21,23,tcp,1540,1,812,16091,24780100,Switch1,Router,3.666694,3.666694,3.676818,0,328.316229,505606,1540,0.236321,0,3.656571,3.686941,1,50.010675,Normal
6,24.6,464442,21,23,tcp,1540,7,13214,16091,24780100,Switch1,Router,41.264248,41.264248,41.274371,0,328.192835,505416,1540,0.236321,0,41.254125,41.284495,1,50.029102,Normal
16.1,24.36,623844,22,23,cbr,1000,37,5369,6250,6250000,Switch2,Router,67.96208,67.96256,67.97264,0.00048,124.941827,124942,1000,0.059605,0.00104,67.952,67.98328,25,75.02328,Normal
11.1,24.31,616134,11,22,cbr,1000,32,4986,6250,6250000,clien-11,Switch2,64.888,64.888,64.89808,0,124.943825,124944,1000,0.059605,0.00024,64.888,64.91848,25,75.02248,Normal
4,24.4,16711,23,24,tcp,1540,5,523,16091,24780100,Router,server1,2.804147,2.804147,2.81427,0,328.217832,505455,1540,0.236321,0,2.783901,2.81427,1,50.025368,Normal
7,24.7,167892,21,23,tcp,1540,8,5240,16090,24778600,Switch1,Router,17.033293,17.033293,17.043416,0,328.167486,505378,1540,0.236307,0,17.02317,17.053539,1,50.029842,Normal
15,24.15,244827,23,24,tcp,1540,16,7640,16092,24781700,Router,server1,24.284235,24.284235,24.294358,0,328.205808,505437,1540,0.236337,0,24.263989,24.294358,1,50.030211,Normal
24.2,2,381802,24,23,ack,55,3,11124,16091,885005,server1,Router,34.913853,34.913853,34.923856,0,328.26412,18054.5,55,0.00844,0,34.913853,34.943862,1.030022,50.048477,Normal
24.3,3,249184,21,3,ack,55,4,7769,16091,885005,Switch1,clien-3,24.693895,24.693895,24.703898,0,328.241051,18053.3,55,0.00844,0,24.673888,24.703898,1.030029,50.051929,Normal
2,24.2,319772,21,23,tcp,1540,3,9571,16091,24780100,Switch1,Router,30.16349,30.163797,30.17392,0.000307,328.26404,505526,1540,0.236321,0.001723,30.153366,30.185459,1,50.018467,Normal
24.2,2,197824,23,21,ack,55,3,6165,16091,885005,Router,Switch1,19.851377,19.851377,19.86138,0,328.26412,18054.5,55,0.00844,0,19.841374,19.871384,1.030022,50.048477,Normal
12,24.12,224176,22,23,tcp,1540,13,6991,16103,24798600,Switch2,Router,22.330274,22.330274,22.340397,0,328.491489,505876,1540,0.236498,0,22.32015,22.35052,1,50.021057,Normal
15,24.15,123704,22,23,tcp,1540,16,3864,16092,24781700,Switch2,Router,12.875133,12.875133,12.885256,0,328.205808,505437,1540,0.236337,0,12.86501,12.895379,1,50.030211,Normal
14,24.15,10726,14,22,tcp,63248,0,-1,210,13282080,client-14,switch2,11,11,11.015243,0,23.094907,1460706.656,63248,0.126668,0.092914,11,11.092914,0,9.092914,HTTP-FLOOD
24.5,5,437009,24,23,ack,55,6,12512,16091,885005,server1,Router,39.148378,39.148378,39.158381,0,328.204851,18051.3,55,0.00844,0,39.148378,39.178387,1.030042,50.057349,Normal
12.1,24.32,619540,12,22,cbr,1000,33,5156,6250,6250000,clien-12,Switch2,66.248,66.248,66.25808,0,124.943426,124943,1000,0.059605,0.0004,66.248,66.27864,25,75.02264,Normal
4,24.4,200741,21,23,tcp,1540,5,6267,16091,24780100,Switch1,Router,20.125241,20.125241,20.135364,0,328.217832,505455,1540,0.236321,0,20.115118,20.145488,1,50.025368,Normal
14.2,24.56,47429,22,23,cbr,1500,35,1815,9108,13662000,switch2,router,45.188766,45.190806,45.200926,0.00204,1016.4372,1524660,1500,0.130291,0.03528,45.178286,45.213566,1,9.960711,UDP-Flood
0,24,158056,23,24,tcp,1540,1,4942,16091,24780100,Router,server1,16.117643,16.117643,16.127766,0,328.316229,505606,1540,0.236321,0,16.097397,16.127766,1,50.010675,Normal
24.3,3,282632,21,3,ack,55,4,8630,16091,885005,Switch1,clien-3,27.32585,27.32585,27.335853,0,328.241051,18053.3,55,0.00844,0,27.305843,27.335853,1.030029,50.051929,Normal
5,24.5,460468,23,24,tcp,1540,6,13120,16091,24780100,Router,server1,40.967954,40.96799,40.978114,0.000036,328.204637,505434,1540,0.236321,0.000036,40.947708,40.978114,1,50.027339,Normal
5.2,24.47,51012,23,24,cbr,1500,26,1950,9108,13662000,router,server1,48.563337,48.563577,48.573697,0.00024,1016.522962,1524780,1500,0.130291,0.03084,48.542857,48.573697,1,9.959955,UDP-Flood
7,24.7,94139,21,23,tcp,1540,8,2933,16090,24778600,Switch1,Router,10.088203,10.088203,10.098326,0,328.167486,505378,1540,0.236307,0,10.07808,10.10845,1,50.029842,Normal
24.5,5,364376,24,23,ack,55,6,10683,16091,885005,server1,Router,33.577667,33.577667,33.58767,0,328.204851,18051.3,55,0.00844,0,33.577667,33.607677,1.030042,50.057349,Normal
24.9,9,385917,23,21,ack,55,10,11223,16085,884675,Router,Switch1,35.239667,35.239667,35.24967,0,328.064183,18043.5,55,0.008437,0,35.229664,35.259674,1.030058,50.060098,Normal
10.1,24.3,606304,22,23,cbr,1000,31,4498,6250,6250000,Switch2,Router,60.99408,60.99408,61.00416,0,124.944225,124944,1000,0.059605,0.00008,60.984,61.01432,25,75.02232,Normal
24.14,14,179675,22,14,ack,55,15,5591,16103,885665,Switch2,clien-14,18.150142,18.150142,18.160146,0,328.432001,18063.8,55,0.008446,0,18.130136,18.160146,1.030038,50.059974,Normal
2.2,24.44,55363,2,21,cbr,1500,23,2011,8655,12982500,client-2,switch1,52.628286,52.628406,52.638526,0.00012,962.684973,1444030,1500,0.123811,0.03084,52.628286,52.659126,1,9.99048,UDP-Flood
24.7,7,4904,21,7,ack,55,8,147,16090,884950,Switch1,clien-7,1.690894,1.690894,1.700898,0,328.167767,18049.2,55,0.00844,0,1.670888,1.700898,1.030051,50.059851,Normal
16.2,24.58,46164,16,22,cbr,1500,37,1767,9108,13662000,client-16,switch2,44.008,44.00836,44.01848,0.00036,1016.430848,1524650,1500,0.130291,0.140492,44.008,44.148492,1,9.960767,UDP-Flood
6.2,24.48,19536,23,24,cbr,1500,27,785,9588,14382000,router,server1,19.19248,19.19248,19.2026,0,1066.08599,1599130,1500,0.137157,0.0306,19.172,19.2026,1,9.993646,UDP-Flood
19.1,24.39,631771,19,22,cbr,1000,40,5762,6250,6250000,clien-19,Switch2,71.096,71.096,71.10608,0,124.940628,124941,1000,0.059605,0.00152,71.096,71.12776,25,75.02376,Normal
11,24.11,466080,11,22,tcp,1540,12,13270,16103,24798600,clien-11,Switch2,41.378578,41.378578,41.388701,0,328.522879,505925,1540,0.236498,0,41.378578,41.408947,1,50.016373,Normal
7.1,24.27,410771,7,21,cbr,1000,28,1517,6250,6250000,clien-7,Switch1,37.136,37.136,37.14608,0,124.941627,124942,1000,0.059605,0.001162,37.136,37.167402,25,75.02336,Normal
16.1,24.36,605989,16,22,cbr,1000,37,4482,6250,6250000,clien-16,Switch2,60.856,60.856,60.86608,0,124.941827,124942,1000,0.059605,0.00104,60.856,60.88728,25,75.02328,Normal
0.1,24.2,597070,23,24,cbr,1000,21,4040,6250,6250000,Router,server1,57.34016,57.34016,57.35024,0,124.944425,124944,1000,0.059605,0,57.32,57.35024,25,75.02224,Normal
24.11,11,305344,24,23,ack,55,12,9206,16103,885665,server1,Router,29.048056,29.048056,29.058059,0,328.522947,18068.8,55,0.008446,0,29.048056,29.078066,1.030019,50.046382,Normal
0,24,209347,0,21,tcp,1540,1,6535,16091,24780100,clien-0,Switch1,20.925906,20.925906,20.936029,0,328.316229,505606,1540,0.236321,0,20.925906,20.956275,1,50.010675,Normal
13.1,24.33,432765,23,24,cbr,1000,34,1728,6250,6250000,Router,server1,38.844373,38.844656,38.854736,0.000283,124.943026,124943,1000,0.059605,0.000496,38.824,38.854736,25,75.0228,Normal
0.2,24.42,2162,23,24,cbr,1500,21,87,9108,13662000,router,server1,3.075179,3.127487,3.137607,0.052308,1016.54917,1524820,1500,0.130291,0.089607,3.048,3.137607,1,9.959724,UDP-Flood
10,24.1,297753,10,22,tcp,1540,11,9024,16103,24798600,clien-10,Switch2,28.466886,28.466886,28.47701,0,328.561898,505985,1540,0.236498,0,28.466886,28.497256,1,50.010552,Normal
12,24.12,224998,22,23,tcp,1540,13,7027,16103,24798600,Switch2,Router,22.409506,22.409506,22.419629,0,328.491489,505876,1540,0.236498,0,22.399382,22.429752,1,50.021057,Normal
24.3,3,250431,23,21,ack,55,4,7803,16091,885005,Router,Switch1,24.802432,24.802432,24.812435,0,328.241051,18053.3,55,0.00844,0,24.792429,24.822439,1.030029,50.051929,Normal
5.2,24.47,30127,21,23,cbr,1500,26,1153,9108,13662000,switch1,router,29.097097,29.097817,29.107937,0.00072,1016.522962,1524780,1500,0.130291,0.055537,29.086857,29.142394,1,9.959955,UDP-Flood
19.1,24.39,450717,22,23,cbr,1000,40,1900,6250,6250000,Switch2,Router,40.21008,40.2108,40.22088,0.00072,124.940628,124941,1000,0.059605,0.001515,40.2,40.231755,25,75.02376,Normal
8,24.8,566198,21,23,tcp,1540,9,15776,16088,24775500,Switch1,Router,49.06645,49.067127,49.07725,0.000677,328.11323,505294,1540,0.236278,0.001846,49.056327,49.088543,1,50.031854,Normal
24.12,12,474791,24,23,ack,55,13,13482,16103,885665,server1,Router,42.047879,42.047879,42.057882,0,328.491596,18067,55,0.008446,0,42.047879,42.077888,1.030026,50.051067,Normal
15,24.15,30646,15,22,tcp,1540,16,952,16092,24781700,clien-15,Switch2,4.094626,4.094626,4.104749,0,328.205808,505437,1540,0.236337,0,4.094626,4.124995,1,50.030211,Normal
13,24.13,346304,13,22,tcp,1540,14,10248,16103,24798600,clien-13,Switch2,32.191531,32.191531,32.201654,0,328.460131,505828,1540,0.236498,0,32.191531,32.221901,1,50.025737,Normal
9,24.9,96750,9,21,tcp,1540,10,3018,16085,24770900,clien-9,Switch1,10.325634,10.325634,10.335757,0,328.063862,505218,1540,0.236234,0,10.325634,10.356003,1,50.030088,Normal
24.1,9,3384,23,21,ping,64,0,-1,210,13440,router,switch1,4.139618,4.139618,4.149623,0,23.255773,1488.37,64,0.000128,0.030016,4.129613,4.159629,0.129613,9.159629,Normal
24.11,11,48830,23,22,ack,55,12,1520,16103,885665,Router,Switch2,5.815514,5.815514,5.825517,0,328.522947,18068.8,55,0.008446,0,5.80551,5.83552,1.030019,50.046382,Normal
24.4,4,297676,21,4,ack,55,5,9008,16091,885005,Switch1,clien-4,28.481638,28.481638,28.491642,0,328.218006,18052,55,0.00844,0,28.461632,28.491642,1.030035,50.055377,Normal
24.3,3,42038,24,23,ack,55,4,1304,16091,885005,server1,Router,5.168443,5.168443,5.178446,0,328.241051,18053.3,55,0.00844,0,5.168443,5.198453,1.030029,50.051929,Normal
13,24.13,375381,23,24,tcp,1540,14,10979,16103,24798600,Router,server1,34.442298,34.442298,34.452421,0,328.460131,505828,1540,0.236498,0,34.422052,34.452421,1,50.025737,Normal
14.1,24.34,341949,23,24,cbr,1000,35,857,6250,6250000,Router,server1,31.876474,31.876837,31.886917,0.000363,124.942626,124943,1000,0.059605,0.000677,31.856,31.886917,25,75.02296,Normal
8,24.8,201442,21,23,tcp,1540,9,6286,16088,24775500,Switch1,Router,20.189193,20.189193,20.199316,0,328.11323,505294,1540,0.236278,0,20.17907,20.20944,1,50.031854,Normal
4,24.4,106258,21,23,tcp,1540,5,3314,16091,24780100,Switch1,Router,11.227154,11.227154,11.237277,0,328.217832,505455,1540,0.236321,0,11.21703,11.2474,1,50.025368,Normal
24.3,3,216855,23,21,ack,55,4,6751,16091,885005,Router,Switch1,21.638806,21.638806,21.64881,0,328.241051,18053.3,55,0.00844,0,21.628803,21.658813,1.030029,50.051929,Normal
24.4,4,372651,23,21,ack,55,5,10895,16091,885005,Router,Switch1,34.223234,34.223234,34.233237,0,328.218006,18052,55,0.00844,0,34.21323,34.24324,1.030035,50.055377,Normal
7,24.7,233317,23,24,tcp,1540,8,7279,16090,24778600,Router,server1,23.202091,23.202091,23.212214,0,328.167486,505378,1540,0.236307,0,23.181845,23.212214,1,50.029842,Normal
2,24.2,367111,23,24,tcp,1540,3,10766,16091,24780100,Router,server1,33.807459,33.807844,33.817967,0.000385,328.26404,505526,1540,0.236321,0.000385,33.787213,33.817967,1,50.018467,Normal
1,24.1,108972,21,23,tcp,1540,2,3403,16091,24780100,Switch1,Router,11.486042,11.486042,11.496165,0,328.297855,505578,1540,0.236321,0,11.475918,11.506288,1,50.013418,Normal
1.1,24.21,474060,1,21,cbr,1000,22,2124,6250,6250000,clien-1,Switch1,41.992,41.992,42.00208,0,124.944025,124944,1000,0.059605,0.000245,41.992,42.022485,25,75.0224,Normal
8,24.8,326468,8,21,tcp,1540,9,9734,16088,24775500,clien-8,Switch1,30.66731,30.66731,30.677434,0,328.11323,505294,1540,0.236278,0.001477,30.66731,30.699157,1,50.031854,Normal
24.9,9,24179,21,9,ack,55,10,745,16085,884675,Switch1,clien-9,3.504238,3.504238,3.514242,0,328.064183,18043.5,55,0.008437,0,3.484232,3.514242,1.030058,50.060098,Normal
1,24.1,89754,1,21,tcp,1540,2,2808,16091,24780100,clien-1,Switch1,9.665774,9.665774,9.675898,0,328.297855,505578,1540,0.236321,0,9.665774,9.696144,1,50.013418,Normal
10,24.1,325558,10,22,tcp,1540,11,9725,16103,24798600,clien-10,Switch2,30.599171,30.599171,30.609294,0,328.561898,505985,1540,0.236498,0,30.599171,30.629541,1,50.010552,Normal
16.1,24.36,581994,23,24,cbr,1000,37,3290,6250,6250000,Router,server1,51.34064,51.3412,51.35128,0.00056,124.941827,124942,1000,0.059605,0.00104,51.32,51.35128,25,75.02328,Normal
6.1,24.26,592219,21,23,cbr,1000,27,3799,6250,6250000,Switch1,Router,55.40208,55.40256,55.41264,0.00048,124.942027,124942,1000,0.059605,0.00096,55.392,55.4232,25,75.0232,Normal
2,24.2,333806,21,23,tcp,1540,3,9930,16091,24780100,Switch1,Router,31.241536,31.241536,31.251659,0,328.26404,505526,1540,0.236321,0,31.231413,31.261782,1,50.018467,Normal
4.1,24.24,633189,4,21,cbr,1000,25,5833,6250,6250000,clien-4,Switch1,71.664,71.664,71.67408,0,124.942826,124943,1000,0.059605,0.00064,71.664,71.69488,25,75.02288,Normal
24.4,4,187378,23,21,ack,55,5,5835,16091,885005,Router,Switch1,18.865675,18.865675,18.875678,0,328.218006,18052,55,0.00844,0,18.855672,18.885682,1.030035,50.055377,Normal
16.2,24.58,43807,22,23,cbr,1500,37,1675,9108,13662000,switch2,router,41.823954,41.824914,41.835034,0.00096,1016.430848,1524650,1500,0.130291,0.03264,41.813714,41.846354,1,9.960767,UDP-Flood
24.18,16,66521,22,16,ping,64,0,-1,210,13440,switch2,client-16,63.133895,63.133895,63.1439,0,23.255775,1488.37,64,0.000128,0.030015,63.113885,63.1439,0.113885,9.1439,Normal
24.7,7,160719,24,23,ack,55,8,5010,16090,884950,server1,Router,16.345424,16.345424,16.355427,0,328.167767,18049.2,55,0.00844,0,16.345424,16.375433,1.030051,50.059851,Normal
9.1,24.29,637024,23,24,cbr,1000,30,6023,6250,6250000,Router,server1,73.20488,73.2056,73.21568,0.00072,124.940828,124941,1000,0.059605,0.00144,73.184,73.21568,25,75.02368,Normal
12.1,24.32,621477,22,23,cbr,1000,33,5252,6250,6250000,Switch2,Router,67.02608,67.02624,67.03632,0.00016,124.943426,124943,1000,0.059605,0.0004,67.016,67.04664,25,75.02264,Normal
24.12,12,214422,23,22,ack,55,13,6687,16103,885665,Router,Switch2,21.413309,21.413309,21.423312,0,328.491596,18067,55,0.008446,0,21.403306,21.433315,1.030026,50.051067,Normal
24.11,11,37239,23,22,ack,55,12,1152,16103,885665,Router,Switch2,4.726479,4.726479,4.736482,0,328.522947,18068.8,55,0.008446,0,4.716476,4.746486,1.030019,50.046382,Normal
24.2,2,529485,23,21,ack,55,3,14847,16091,885005,Router,Switch1,46.251824,46.251824,46.261827,0,328.26412,18054.5,55,0.00844,0,46.241821,46.27183,1.030022,50.048477,Normal
5,24.5,30834,23,24,tcp,1540,6,964,16091,24780100,Router,server1,4.133968,4.133968,4.144091,0,328.204637,505434,1540,0.236321,0,4.113722,4.144091,1,50.027339,Normal
24.12,12,86795,24,23,ack,55,13,2703,16103,885665,server1,Router,9.386117,9.386117,9.39612,0,328.491596,18067,55,0.008446,0,9.386117,9.416126,1.030026,50.051067,Normal
4,24.4,170378,4,21,tcp,1540,5,5314,16091,24780100,clien-4,Switch1,17.255074,17.255074,17.265197,0,328.217832,505455,1540,0.236321,0,17.255074,17.285443,1,50.025368,Normal
24.3,3,476645,23,21,ack,55,4,13520,16091,885005,Router,Switch1,42.199472,42.199472,42.209475,0,328.241051,18053.3,55,0.00844,0,42.189469,42.219478,1.030029,50.051929,Normal
12,24.12,155079,22,23,tcp,1540,13,4844,16103,24798600,Switch2,Router,15.826941,15.826941,15.837064,0,328.491489,505876,1540,0.236498,0,15.816818,15.847187,1,50.021057,Normal
24.1,1,387324,24,23,ack,55,2,11264,16091,885005,server1,Router,35.336859,35.336859,35.346863,0,328.297902,18056.4,55,0.00844,0,35.336859,35.366869,1.030016,50.043427,Normal
24.12,12,277341,23,22,ack,55,13,8500,16103,885665,Router,Switch2,26.908376,26.908376,26.918379,0,328.491596,18067,55,0.008446,0,26.898373,26.928382,1.030026,50.051067,Normal
2.1,24.22,593499,23,24,cbr,1000,23,3863,6250,6250000,Router,server1,55.92432,55.92448,55.93456,0.00016,124.943625,124944,1000,0.059605,0.00032,55.904,55.93456,25,75.02256,Normal
24.1,10,332700,23,22,ack,55,11,9901,16103,885665,Router,Switch2,31.15583,31.15583,31.165834,0,328.561918,18070.9,55,0.008446,0,31.145827,31.175837,1.030013,50.040562,Normal
24.6,6,293397,23,21,ack,55,7,8892,16091,885005,Router,Switch1,28.143138,28.143138,28.153141,0,328.19309,18050.6,55,0.00844,0,28.133134,28.163144,1.030048,50.059112,Normal
24.15,15,290181,23,22,ack,55,16,8820,16092,885060,Router,Switch2,27.896082,27.896082,27.906085,0,328.206042,18051.3,55,0.008441,0,27.886078,27.916088,1.030045,50.060221,Normal
3,24.3,225513,3,21,tcp,1540,4,7034,16091,24780100,clien-3,Switch1,22.444508,22.444508,22.454631,0,328.240918,505490,1540,0.236321,0,22.444508,22.474877,1,50.02192,Normal
24.12,12,69342,22,12,ack,55,13,2152,16103,885665,Switch2,clien-12,7.75876,7.75876,7.768763,0,328.491596,18067,55,0.008446,0,7.738754,7.768763,1.030026,50.051067,Normal
24.6,6,165618,21,6,ack,55,7,5154,16091,885005,Switch1,clien-6,16.828409,16.828409,16.838412,0,328.19309,18050.6,55,0.00844,0,16.808402,16.838412,1.030048,50.059112,Normal
1.1,24.21,532461,23,24,cbr,1000,22,2684,6250,6250000,Router,server1,46.492259,46.492462,46.502542,0.000203,124.944025,124944,1000,0.059605,0.000302,46.472,46.502542,25,75.0224,Normal
4.2,24.46,24229,23,24,cbr,1500,25,1023,10050,15075000,router,server1,23.577171,23.577171,23.587291,0,1118.27935,1677420,1500,0.143766,0.03072,23.556571,23.587291,1,9.987021,UDP-Flood
24.9,8,25871,23,21,tcp,64,0,-1,210,13440,router,switch1,25.129133,25.129133,25.139138,0,23.255775,1488.369621,64,0.000128,0.030015,25.119128,25.149143,0.119128,9.149143,Normal
24.1,1,114784,23,21,ack,55,2,3572,16091,885005,Router,Switch1,12.032477,12.032477,12.04248,0,328.297902,18056.4,55,0.00844,0,12.022474,12.052483,1.030016,50.043427,Normal
2,24.2,318204,2,21,tcp,1540,3,9540,16091,24780100,clien-2,Switch1,30.032979,30.032979,30.043102,0,328.26404,505526,1540,0.236321,0.001724,30.032979,30.065072,1,50.018467,Normal
24.2,2,393699,23,21,ack,55,3,11426,16091,885005,Router,Switch1,35.836282,35.836282,35.846285,0,328.26412,18054.5,55,0.00844,0,35.826278,35.856288,1.030022,50.048477,Normal
13.2,24.55,42548,22,23,cbr,692,34,1631,9108,6302740,switch2,router,40.654084,40.657204,40.667259,0.00312,1016.443439,703379,692,0.060108,0.037227,40.643429,40.680656,1,9.960656,UDP-Flood
12,24.12,301498,12,22,tcp,1540,13,9116,16103,24798600,clien-12,Switch2,28.752986,28.752986,28.763109,0,328.491489,505876,1540,0.236498,0.0016,28.752986,28.784955,1,50.021057,Normal
2,24.2,506356,23,24,tcp,1540,3,14274,16091,24780100,Router,server1,44.488458,44.488458,44.498581,0,328.26404,505526,1540,0.236321,0,44.468211,44.498581,1,50.018467,Normal
24.12,12,313820,23,22,ack,55,13,9417,16103,885665,Router,Switch2,29.707311,29.707311,29.717314,0,328.491596,18067,55,0.008446,0,29.697308,29.727317,1.030026,50.051067,Normal
5.2,24.47,27316,5,21,cbr,1500,26,1046,9108,13662000,client-5,switch1,26.453714,26.453954,26.464074,0.00024,1016.522962,1524780,1500,0.130291,0.03324,26.453714,26.486954,1,9.959955,UDP-Flood
2,24.2,366568,2,21,tcp,1540,3,10751,16091,24780100,clien-2,Switch1,33.745062,33.745062,33.755186,0,328.26404,505526,1540,0.236321,0.001846,33.745062,33.777278,1,50.018467,Normal
24.5,5,181631,21,5,ack,55,6,5654,16091,885005,Switch1,clien-5,18.334976,18.334976,18.344979,0,328.204851,18051.3,55,0.00844,0,18.31497,18.344979,1.030042,50.057349,Normal
6,24.6,354933,6,21,tcp,1540,7,10462,16091,24780100,clien-6,Switch1,32.851658,32.851658,32.861782,0,328.192835,505416,1540,0.236321,0.00105,32.851658,32.883078,1,50.029102,Normal
24.14,14,435334,23,22,ack,55,15,12478,16103,885665,Router,Switch2,39.030107,39.030107,39.04011,0,328.432001,18063.8,55,0.008446,0,39.020104,39.050114,1.030038,50.059974,Normal
8.2,24.5,69890,21,23,cbr,1500,29,2680,9108,13662000,switch1,router,66.254029,66.256309,66.266429,0.00228,1016.516723,1524780,1500,0.130291,0.037137,66.243429,66.280566,1,9.96001,UDP-Flood
24.2,2,277012,23,21,ack,55,3,8485,16091,885005,Router,Switch1,26.88313,26.88313,26.893133,0,328.26412,18054.5,55,0.00844,0,26.873126,26.903136,1.030022,50.048477,Normal
24.4,4,537829,23,21,ack,55,5,15054,16091,885005,Router,Switch1,46.891821,46.891821,46.901824,0,328.218006,18052,55,0.00844,0,46.881818,46.911827,1.030035,50.055377,Normal
10,24.1,356804,10,22,tcp,1540,11,10520,16103,24798600,clien-10,Switch2,32.996178,32.996178,33.006301,0,328.561898,505985,1540,0.236498,0.000129,32.996178,33.026678,1,50.010552,Normal
14,24.14,508665,23,24,tcp,1540,15,14339,16103,24798600,Router,server1,44.666699,44.666699,44.676823,0,328.431807,505785,1540,0.236498,0,44.646453,44.676823,1,50.029965,UDP-Flood
24.3,3,63855,24,23,ack,55,4,1987,16091,885005,server1,Router,7.222814,7.222814,7.232818,0,328.241051,18053.3,55,0.00844,0,7.222814,7.252824,1.030029,50.051929,Normal
